banda,bjd_tdb,fluxo,erro,base,n_fits
r,2461241.7254463607,0.998781067409575,0.0019129296964623458,0.9946465069695714,82
r,2461241.72686585,0.9993097140059732,0.0018606346226224524,0.9945804903566833,82
r,2461241.7282138937,0.9996922847712608,0.001761535757738559,0.9945135143533235,89
r,2461241.7295938707,0.9925601566746663,0.0018075148230274319,0.9944457630419438,87
r,2461241.7310080077,0.9972121297003047,0.0018815551511112032,0.9943790110778724,86
r,2461241.732372061,1.0000956984800273,0.0018263795522343847,0.9943106788103321,88
r,2461241.7337802094,0.9931568449500153,0.0017673436384354699,0.9942430690074575,89
r,2461241.735172766,0.9967071427703098,0.0017588166655933297,0.9941743336044337,89
r,2461241.7365465867,0.9994896262417773,0.001774900828544192,0.9941043507475837,89
r,2461241.73794929,0.9978511561525194,0.0017759552613782058,0.9940361532944965,88
r,2461241.7393702236,0.9955651311912345,0.0018415173815309403,0.9939665643826164,87
r,2461241.7407189636,0.99541681185204,0.001776772437399638,0.9938942483331268,88
r,2461241.742111431,0.9944957683649833,0.0017838989436563186,0.9938233514623559,87
r,2461241.7434899937,0.9925277361357588,0.0017631340837692372,0.9937503419691439,88
r,2461241.744869628,0.9919591005974927,0.001742512724964235,0.9936762013819173,90
r,2461241.746274484,0.9934772804030468,0.0017710716550747348,0.993602345898106,89
r,2461241.7476629545,0.9959364879432506,0.001810853607678885,0.9935270611087335,87
r,2461241.749054338,0.9964283653807153,0.0018082850007543664,0.9934510766433514,88
r,2461241.7504492616,0.9950175466458833,0.0018016475487100522,0.9933728323800831,86
r,2461241.751831563,0.9970340485156876,0.0018209685255500358,0.9932945782820611,85
r,2461241.753179778,1.0001573460151267,0.0018862362206077757,0.993213865023193,84
r,2461241.754646653,0.9958685329077935,0.0018754340985405772,0.9931329812271897,85
r,2461241.7560052215,0.9951315064003132,0.0018148086686286416,0.99304921228298,86
r,2461241.757388327,0.9991423998630705,0.0017881216124970185,0.9929656295586136,88
r,2461241.7587744473,0.9980921974504515,0.0017932895260391135,0.9928793921019472,89
r,2461241.760173324,0.9949815351514832,0.0018355053723867882,0.9927923591082521,89
r,2461241.7615596233,0.9984435020719044,0.0018943761123555575,0.9927038089868981,85
r,2461241.762942127,0.9949274738178268,0.0018867646779361456,0.992608991558288,86
r,2461241.7643532017,0.9969415232019385,0.0018111185155259158,0.9925169308466428,88
r,2461241.76569424,1.001500460356928,0.0018884992643241406,0.992417061494048,88
r,2461241.767056216,0.998689692774245,0.002049238882968741,0.9923191549917381,81
r,2461241.7685235497,0.9945424935469873,0.0021125442027082816,0.9922247553046496,79
r,2461241.769858614,0.9984396142253563,0.0018981035865907052,0.9921192781762657,87
r,2461241.7706466247,0.9983943321278622,0.005547699286115715,0.9920601533374105,10
i,2461241.540707266,1.003534127633426,0.0014384501873673627,1.0054847936591549,76
i,2461241.542100625,1.0015382202040097,0.0014232212694120264,1.0048212208061276,77
i,2461241.54349906,1.003756261646258,0.0014450153513871804,1.0041969824456187,76
i,2461241.5448785136,1.0038821538905545,0.0014533156610642836,1.0036039227543587,75
i,2461241.5462651555,1.002549427740518,0.0014320502905023455,1.003026119988997,76
i,2461241.5476610535,1.0059734264632716,0.0014286858272153041,1.0024820069342588,77
i,2461241.549057825,1.0030267324385047,0.001434809406413743,1.0019689678199795,76
i,2461241.550439587,1.001865736609403,0.001434991915699001,1.0014783126561828,76
i,2461241.551828809,1.0003000815667256,0.001426461474760917,1.0010138773373103,76
i,2461241.553217098,1.0046244941463278,0.0014341733566975551,1.0005739052766665,76
i,2461241.55460737,1.0023286823969029,0.0014271520693878315,1.0001589430663675,76
i,2461241.5560002746,1.0018060192690095,0.0014135453459328915,0.9997585706920826,77
i,2461241.557393499,1.0000051913825387,0.0014237962738964528,0.9993818754452541,76
i,2461241.558778437,1.0023930956126847,0.001427389560552729,0.9990311483876821,76
i,2461241.560167348,0.9996506361660307,0.0014164785659275178,0.9986966236600894,76
i,2461241.561551495,0.9997204560015841,0.0014214485789060464,0.9983784039395494,76
