# AU Mic b | epoca=2 | Setor 1  (2018) | Tc=1347.316813 | T0=1330.390510 | P=8.4631516
# tempo_BTJD  dt_dias  fluxo_residual  fluxo_normalizado
1347.51912830 0.20231510 1.00056549 1.00083984
1347.52051714 0.20370394 0.99974350 1.00001763
1347.52190599 0.20509279 1.00043740 1.00071172
1347.52329483 0.20648163 0.99968471 0.99995882
1347.52468368 0.20787048 1.00006796 1.00034218
1347.52607252 0.20925932 1.00006045 1.00033467
1347.52746137 0.21064817 0.99983863 1.00011279
1347.52885022 0.21203702 0.99972338 0.99999750
1347.53023906 0.21342586 1.00059536 1.00086972
1347.53162791 0.21481471 0.99945808 0.99973213
1347.53301675 0.21620355 0.99919171 0.99946569
1347.53440560 0.21759240 0.99999625 1.00027045
1347.53579444 0.21898124 0.99924325 0.99951724
1347.53718329 0.22037009 1.00016332 1.00043756
1347.53857213 0.22175893 0.99906557 0.99933951
1347.53996098 0.22314778 0.99897342 0.99924734
1347.54134983 0.22453663 0.99946852 0.99974257
1347.54273867 0.22592547 0.99959876 0.99987284
1347.54412752 0.22731432 0.99972838 1.00000250
1347.54551636 0.22870316 0.99880641 0.99908028
1347.54690521 0.23009201 0.99931879 0.99959280
1347.54829405 0.23148085 0.99932014 0.99959415
1347.54968290 0.23286970 1.00015283 1.00042707
1347.55107174 0.23425854 1.00031292 1.00058720
1347.55246059 0.23564739 0.99938166 0.99965569
1347.55384944 0.23703624 1.00019723 1.00047148
