# tempo_BTJD  fluxo
3896.50250468  0.98824275
3896.50389355  0.98860782
3896.50528242  0.98795575
3896.50667129  0.98861313
3896.50806015  0.98853987
3896.50944902  0.98886102
3896.51083789  0.98861504
3896.51222676  0.98905164
3896.51361563  0.98885417
3896.51500449  0.98889148
3896.51639336  0.98877376
3896.51778223  0.98874271
3896.51917110  0.98875469
3896.52055997  0.98902410
3896.52194884  0.98856944
3896.52333770  0.98889101
3896.52472657  0.98871309
3896.52611544  0.98893064
3896.52750431  0.98886728
3896.52889318  0.98878509
3896.53028204  0.98867512
3896.53167091  0.98892242
3896.53305978  0.98977000
3896.53444865  0.98942220
3896.53583752  0.98893952
3896.53722638  0.98938364
3896.53861525  0.98945659
3896.54000412  0.98968750
3896.54139299  0.98958224
3896.54278186  0.98877376
3896.54417073  0.98922336
3896.54555959  0.98961478
3896.54694846  0.98933893
3896.54833733  0.98987633
3896.54972620  0.98986953
3896.55111507  0.98971659
3896.55250393  0.98958272
3896.55389280  0.99002397
3896.55528167  0.98985255
3896.55667054  0.98986644
3896.55805941  0.98990774
3896.55944827  0.98952019
3896.56083714  0.99024087
3896.56222601  0.98957872
3896.56361488  0.99033886
3896.56500375  0.99000841
3896.56639261  0.98966986
3896.56778148  0.99013805
3896.56917035  0.98946923
3896.57055922  0.99006158
3896.57194809  0.99015260
3896.57333695  0.99011278
3896.57472582  0.99015993
3896.57611469  0.99014139
3896.57750356  0.99031991
3896.57889243  0.99046552
3896.58028129  0.99077469
3896.58167016  0.99090749
3896.58305903  0.99067593
3896.58444790  0.99050105
3896.58583677  0.99082130
3896.58722563  0.99061775
3896.58861450  0.99020278
3896.59000337  0.99095744
3896.59139224  0.99051428
3896.59278110  0.99120063
3896.59416997  0.99082446
3896.59555884  0.99096817
3896.59694771  0.99083412
3896.59833658  0.99170870
3896.59972544  0.99180973
3896.60111431  0.99075049
3896.60250318  0.99102271
3896.60389205  0.99178708
3896.60528092  0.99164653
3896.60666978  0.99156028
3896.60805865  0.99182642
3896.60944752  0.99182552
3896.61083639  0.99123752
3896.61222526  0.99119174
3896.61361412  0.99174023
3896.61500299  0.99178374
3896.61639186  0.99163336
3896.61778073  0.99165136
3896.61916959  0.99210846
3896.62055846  0.99175346
3896.62194733  0.99183494
3896.62333620  0.99178898
3896.62472507  0.99195093
3896.62611393  0.99167365
3896.62750280  0.99169576
3896.62889167  0.99170762
3896.63028054  0.99243182
3896.63166940  0.99307930
3896.63305827  0.99229717
3896.63444714  0.99345177
3896.63583601  0.99364525
3896.63722488  0.99371284
3896.63861374  0.99369740
3896.64000261  0.99346066
3896.64139148  0.99287111
3896.64278035  0.99382210
3896.64416921  0.99319065
3896.64555808  0.99348783
3896.64694695  0.99312872
3896.64833582  0.99277031
3896.64972469  0.99341601
3896.65111355  0.99294156
3896.65250242  0.99301374
3896.65389129  0.99361950
3896.65528016  0.99349928
3896.65666902  0.99337572
3896.65805789  0.99357796
3896.65944676  0.99374616
3896.66083563  0.99353200
3896.66222449  0.99343723
3896.66361336  0.99370718
3896.66500223  0.99416322
3896.66639110  0.99413466
3896.66777997  0.99415857
3896.66916883  0.99434125
3896.67055770  0.99412000
3896.67194657  0.99379122
3896.67333544  0.99406731
3896.67472430  0.99419397
3896.67611317  0.99419039
3896.67750204  0.99499345
3896.67889091  0.99434149
3896.68027977  0.99474764
3896.68166864  0.99561030
3896.68305751  0.99457437
3896.68444638  0.99445516
3896.68583524  0.99403191
3896.68722411  0.99450010
3896.68861298  0.99471593
3896.69000185  0.99439269
3896.69139071  0.99495113
3896.69277958  0.99497557
3896.69416845  0.99539453
3896.69555732  1.01295531
3896.69694619  1.03506792
3896.69833505  1.03082347
3896.69972392  1.03035378
3896.70111279  1.03294218
3896.70250166  1.03327382
3896.70389052  1.02954447
3896.70527939  1.02348423
3896.70666826  1.01887834
3896.70805713  1.01486433
3896.70944599  1.01184380
3896.71083486  1.00935638
3896.71222373  1.00771511
3896.71361260  1.00617254
3896.71500146  1.00535786
3896.71639033  1.00461733
3896.71777920  1.00290966
3896.71916807  1.00266218
3896.72055693  1.00212872
3896.72194580  1.00162077
3896.72333467  1.00161028
3896.72472354  1.00117922
3896.72611240  1.00121415
3896.72750127  1.00085378
3896.72889014  0.99974310
3896.73027901  0.99976087
3896.73166787  0.99983960
3896.73305674  1.00013757
3896.73444561  0.99961168
3896.73583447  0.99921596
3896.73722334  1.00011683
3896.73861221  1.00016785
3896.74000108  0.99958038
3896.74138994  0.99961770
3896.74277881  0.99944907
3896.74416768  0.99942076
3896.74555655  0.99871832
3896.74694541  0.99972045
3896.74833428  0.99915737
3896.74972315  0.99951488
3896.75111202  0.99954230
3896.75250088  0.99901539
3896.75388975  0.99853194
3896.75527862  0.99905300
3896.75666749  0.99953556
3896.75805635  0.99923474
3896.75944522  0.99826574
3896.76083409  0.99876916
3896.76222296  0.99911326
3896.76361182  0.99888706
3896.76500069  0.99873942
3896.76638956  0.99932587
3896.76777842  0.99925226
3896.76916729  0.99921143
3896.77055616  1.00098121
3896.77194503  1.00163209
3896.77333389  1.00142384
3896.77472276  1.00138843
3896.77611163  1.00166750
3896.77750050  1.00143099
3896.77888936  1.00103462
3896.78027823  1.00143659
3896.78166710  1.00077331
3896.78305596  1.00031543
3896.78444483  1.00053012
3896.78583370  1.00084162
3896.78722257  1.00092340
3896.78861143  1.00094831
3896.79000030  1.00081050
3896.79138917  1.00023901
3896.79277804  1.00087190
3896.79416690  0.99981618
3896.79555577  1.00082529
3896.79694464  1.00010419
3896.79833350  1.00052190
3896.79972237  1.00024545
3896.80111124  1.00013769
3896.80250011  1.00006962
3896.80388897  1.00101340
3896.80527784  1.00061560
3896.80666671  0.99999011
3896.80805557  0.99971783
3896.80944444  1.00029206
3896.81083331  0.99985480
3896.81222218  1.00035548
3896.81361104  1.00011444
3896.81499991  1.00030839
3896.81638878  1.00032675
3896.81777764  0.99991518
3896.81916651  1.00054848
3896.82055538  1.00020397
3896.82194425  1.00005448
3896.82333311  1.00024796
3896.82472198  1.00065124
3896.82611085  1.00073767
3896.82749971  1.00081050
3896.82888858  1.00034904
3896.83027745  1.00081921
3896.83166632  1.00063992
3896.83305518  1.00117815
3896.83444405  1.00066078
3896.83583292  1.00107419
3896.83722178  1.00117218
3896.83861065  1.00047290
3896.83999952  1.00129783
3896.84138838  1.00102496
3896.84277725  1.00094712
3896.84416612  1.00146031
3896.84555499  1.00056684
3896.84694385  1.00124979
3896.84833272  1.00113392
3896.84972159  1.00049746
3896.85111045  1.00111842
3896.85249932  1.00109959
3896.85388819  1.00097692
3896.85527706  1.00147343
3896.85666592  1.00148666
3896.85805479  1.00117576
3896.85944366  1.00171685
3896.86083252  1.00155282
3896.86222139  1.00166106
3896.86361026  1.00131488
3896.86499912  1.00197363
3896.86638799  1.00200355
3896.86777686  1.00175202
3896.86916573  1.00196314
3896.87055459  1.00232446
3896.87194346  1.00217462
3896.87333233  1.00169337
3896.87472119  1.00145066
3896.87611006  1.00230575
3896.87749893  1.00199366
3896.87888779  1.00195968
3896.88027666  1.00213087
3896.88166553  1.00225329
3896.88305439  1.00275922
3896.88444326  1.00227380
3896.88583213  1.00220430
3896.88722100  1.00198042
3896.88860986  1.00235939
3896.88999873  1.00206304
3896.89138760  1.00246167
3896.89277646  1.00291657
3896.89416533  1.00238013
3896.89555420  1.00269890
3896.89694306  1.00210798
3896.89833193  1.00265968
3896.89972080  1.00248539
3896.90110966  1.00287819
3896.90249853  1.00226617
3896.90388740  1.00269032
3896.90527626  1.00300479
3896.90666513  1.00323486
3896.90805400  1.00344980
3896.90944286  1.00264537
3896.91083173  1.00327861
3896.91222060  1.00315177
3896.91360946  1.00427485
3896.91499833  1.00352883
3896.91638720  1.00349057
3896.91777607  1.00358570
3896.91916493  1.00304985
3896.92055380  1.00349462
3896.92194267  1.00370860
3896.92333153  1.00348818
3896.92472040  1.00468826
3896.92610927  1.00425029
3896.92749813  1.00344610
3896.92888700  1.00403845
3896.93027587  1.00377405
3896.93166473  1.00365353
3896.93305360  1.00395632
3896.93444247  1.00397038
3896.93583133  1.00442970
3896.93722020  1.00413942
3896.93860907  1.00468171
3896.93999793  1.00431073
3896.94138680  1.00393975
3896.94277567  1.00444734
3896.94416453  1.00481105
3896.94555340  1.00457478
3896.94694227  1.00586879
3896.94833113  1.00538349
3896.94972000  1.00484145
3896.95110887  1.00499856
3896.95249773  1.00521600
3896.95388660  1.00449741
3896.95527547  1.00469816
3896.95666433  1.00500047
3896.95805320  1.00566328
3896.95944207  1.00513875
3896.96083093  1.00429487
3896.96221980  1.00511622
3896.96360867  1.00475478
3896.96499753  1.00493991
3896.96638640  1.00541079
3896.96777527  1.00578725
3896.96916413  1.00593197
3896.97055300  1.00566900
3896.97194187  1.00511718
3896.97333073  1.00565755
3896.97471960  1.00563192
3896.97610847  1.00597191
3896.97749733  1.00594127
3896.97888620  1.00559485
3896.98027507  1.00552201
3896.98166393  1.00539756
3896.98305280  1.00629961
3896.98444166  1.00584579
3896.98583053  1.00625873
3896.98721940  1.00577176
3896.98860826  1.00609720
3896.98999713  1.00598037
3896.99138600  1.00611901
3896.99277486  1.00638652
3896.99416373  1.00614572
3896.99555260  1.00678790
3896.99694146  1.00655878
3896.99833033  1.00686312
3896.99971920  1.00632608
3897.00110806  1.00661826
3897.00249693  1.00730729
3897.00388580  1.00667608
3897.00527466  1.00627565
3897.00666353  1.00615883
3897.00805240  1.00703990
3897.00944126  1.00700021
3897.01083013  1.00745034
3897.01221899  1.00726545
3897.01360786  1.00693762
3897.01499673  1.00659311
3897.01638559  1.00728726
3897.01777446  1.00736487
3897.01916333  1.00704408
3897.02055219  1.00870419
3897.02194106  1.00853527
3897.02332993  1.00833297
3897.02471879  1.00799406
3897.02610766  1.00873423
3897.02749653  1.00806713
3897.02888539  1.00846088
3897.03027426  1.00865662
3897.03166312  1.00858009
3897.03305199  1.00836599
3897.03444086  1.00901961
3897.03582972  1.00827241
3897.03721859  1.00837708
3897.03860746  1.00927055
3897.03999632  1.00859296
3897.04138519  1.00892043
3897.04277405  1.00879300
3897.04416292  1.00832748
3897.04555179  1.00808418
3897.04694065  1.00936031
3897.04832952  1.00878167
3897.04971839  1.00920320
3897.05110725  1.00936317
3897.05249612  1.00876892
3897.05388498  1.00912094
3897.05527385  1.00917768
3897.05666272  1.00882828
3897.05805158  1.00951183
3897.05944045  1.00955272
3897.06082932  1.00909102
3897.06221818  1.00942445
3897.06360705  1.00966442
3897.06499592  1.00986886
3897.06638478  1.00954306
3897.06777365  1.00924158
3897.06916251  1.00967169
3897.07055138  1.00970101
3897.07194025  1.01002860
3897.07332911  1.00942838
3897.07471798  1.01000881
3897.07610684  1.01018322
3897.07749571  1.00965476
3897.07888458  1.01049066
3897.08027344  1.01001978
3897.08166231  1.00995278
3897.08305118  1.01052499
3897.08444004  1.01051128
3897.08582891  1.01024151
3897.08721777  1.01018620
3897.08860664  1.01005995
3897.08999551  1.00976551
3897.09138437  1.01110172
3897.09277324  1.01110995
3897.09416210  1.01048970
3897.09555097  1.01059270
3897.09693984  1.01039124
3897.09832870  1.01102197
3897.09971757  1.01079595
3897.10110644  1.01196027
3897.10249530  1.01123130
3897.10388417  1.01180971
3897.10527303  1.01095521
3897.10666190  1.01128113
3897.10805077  1.01112902
3897.10943963  1.01193380
3897.11082850  1.01164031
3897.11221736  1.01144278
3897.11360623  1.01227951
3897.11499510  1.01200497
3897.11638396  1.01198840
3897.11777283  1.01142108
3897.11916169  1.01258290
3897.12055056  1.01172948
3897.12193943  1.01234829
3897.12332829  1.01224720
3897.12471716  1.01173854
3897.12610602  1.01228428
3897.12749489  1.01156116
3897.12888376  1.01214039
3897.13027262  1.01177239
3897.13166149  1.01232922
3897.13305035  1.01180339
3897.13443922  1.01255655
3897.13582809  1.01195955
3897.13721695  1.01215756
3897.13860582  1.01241052
3897.13999468  1.01279199
3897.14138355  1.01226795
3897.14277242  1.01280117
3897.14416128  1.01255035
3897.14555015  1.01277018
3897.14693901  1.01221800
3897.14832788  1.01215851
3897.14971675  1.01258147
3897.15110561  1.01251948
3897.15249448  1.01301146
3897.15388334  1.01256335
3897.15527221  1.01250648
3897.15666108  1.01302993
3897.15804994  1.01263618
3897.15943881  1.01318181
3897.16082767  1.01318991
3897.16221654  1.01322818
3897.16360540  1.01334906
3897.16499427  1.01321554
3897.16638314  1.01386237
3897.16777200  1.01360977
3897.16916087  1.01399231
3897.17054973  1.01398826
3897.17193860  1.01405466
3897.17332747  1.01396215
3897.17471633  1.01423049
3897.17610520  1.01394725
3897.17749406  1.01447070
3897.17888293  1.01377285
3897.18027179  1.01379180
3897.18166066  1.01402831
3897.18304953  1.01441681
3897.18443839  1.01472199
3897.18582726  1.01472425
3897.18721612  1.01426303
3897.18860499  1.01521015
3897.18999386  1.01466751
3897.19138272  1.01510191
3897.19277159  1.01519561
3897.19416045  1.01529372
3897.19554932  1.01490021
3897.19693818  1.01454806
3897.19832705  1.01519215
3897.19971592  1.01557875
3897.20110478  1.01511097
3897.20249365  1.01509643
3897.20388251  1.01576161
3897.20527138  1.01469982
3897.20666024  1.01535976
3897.20804911  1.01511765
3897.20943798  1.01555049
3897.21082684  1.01524651
3897.21221571  1.01626730
3897.21360457  1.01593959
3897.21499344  1.01570070
3897.21638230  1.01622581
3897.21777117  1.01662898
3897.21916004  1.01582062
3897.22054890  1.01626551
3897.22193777  1.01650536
3897.22332663  1.01605618
3897.22471550  1.01640415
3897.22610436  1.01653183
3897.22749323  1.01617110
3897.22888209  1.01684546
3897.23027096  1.01677501
3897.23165983  1.01692033
3897.23304869  1.01670027
3897.23443756  1.01708829
3897.23582642  1.01688290
3897.23721529  1.01694238
3897.23860415  1.01746738
3897.23999302  1.01759696
3897.24138189  1.01699090
3897.24277075  1.01789129
3897.24415962  1.01779020
3897.24554848  1.01796138
3897.24693735  1.01806307
3897.24832621  1.01788437
3897.24971508  1.01794374
3897.25110394  1.01819921
3897.25249281  1.01851726
3897.25388168  1.01821125
3897.25527054  1.01796997
3897.25665941  1.01791525
3897.25804827  1.01820350
3897.25943714  1.01876080
3897.26082600  1.01841295
3897.26221487  1.01880741
3897.26360373  1.01863825
3897.26499260  1.01857722
3897.26638146  1.01887751
3897.26777033  1.01883054
3897.26915920  1.01900971
3897.27054806  1.01914263
3897.27193693  1.01880741
3897.27332579  1.01943600
3897.27471466  1.01906681
3897.27610352  1.01945341
3897.27749239  1.01940739
3897.27888125  1.01908469
3897.28027012  1.01924729
3897.28165898  1.01929152
3897.28304785  1.01974750
3897.28443672  1.02000737
3897.28582558  1.01981866
3897.28721445  1.02004898
3897.28860331  1.01997232
3897.28999218  1.02019906
3897.29138104  1.02007437
3897.29276991  1.01981294
3897.29415877  1.01969719
3897.29554764  1.02084613
3897.29693650  1.02022469
3897.29832537  1.02095711
3897.29971423  1.02061319
3897.30110310  1.02105165
3897.30249197  1.02114367
3897.30388083  1.02074671
3897.30526970  1.02088594
3897.30665856  1.02116418
3897.30804743  1.02089703
3897.30943629  1.02120066
3897.31082516  1.02143455
3897.31221402  1.02222991
3897.31360289  1.02175236
3897.31499175  1.02095437
3897.31638062  1.02153826
3897.31776948  1.02143610
3897.31915835  1.02178800
3897.32054721  1.02241313
3897.32193608  1.02145422
3897.32332495  1.02222049
3897.32471381  1.02220833
3897.32610268  1.02199650
3897.32749154  1.02246356
3897.32888041  1.02199113
3897.33026927  1.02225494
3897.33165814  1.02233911
3897.33304700  1.02272785
3897.33443587  1.02257884
3897.33582473  1.02238476
3897.33721360  1.02264011
3897.33860246  1.02298403
3897.33999133  1.02312422
3897.34138019  1.02232456
3897.34276906  1.02309537
3897.34415792  1.02324677
3897.34554679  1.02256203
3897.34693565  1.02285349
3897.34832452  1.02324367
3897.34971338  1.02335751
3897.35110225  1.02337229
3897.35249111  1.02311862
3897.35387998  1.02349436
3897.35526884  1.02355969
3897.35665771  1.02314389
3897.35804658  1.02367330
3897.35943544  1.02410173
3897.36082431  1.02427018
3897.36221317  1.02384424
3897.36360204  1.02436090
3897.36499090  1.02395070
3897.36637977  1.02363515
3897.36776863  1.02453327
3897.36915750  1.02382314
3897.37054636  1.02400684
3897.37193523  1.02400696
3897.37332409  1.02450299
3897.37471296  1.02388692
3897.37610182  1.02471483
3897.37749069  1.02464390
3897.37887955  1.02486551
3897.38026842  1.02479422
3897.38165728  1.02480984
3897.38304615  1.02498615
3897.38443501  1.02476025
3897.38582388  1.02521801
3897.38721274  1.02468717
3897.38860161  1.02498364
3897.38999047  1.02488911
3897.39137934  1.02531362
3897.39276820  1.02530408
3897.39415707  1.02564406
3897.39554593  1.02569067
3897.39693480  1.02592528
3897.39832366  1.02537370
3897.39971253  1.02614903
3897.40110139  1.02641034
3897.40249026  1.02639651
3897.40387912  1.02597344
3897.40526799  1.02622414
3897.40665685  1.02620733
3897.40804572  1.02640212
3897.40943458  1.02716577
3897.41082345  1.02639532
3897.41221231  1.02646148
3897.41360118  1.02652586
3897.41499004  1.02730596
3897.41637891  1.02658141
3897.41776777  1.02664411
3897.41915664  1.02690554
3897.42054550  1.02677619
3897.42193437  1.02704716
3897.42332323  1.02770352
3897.42471210  1.02643621
3897.42610096  1.02741861
3897.42748983  1.02786875
3897.42887869  1.02740300
3897.43026756  1.02746701
3897.43165642  1.02790451
3897.43304528  1.02847874
3897.43443415  1.02785659
3897.43582301  1.02839661
3897.43721188  1.02812707
3897.43860074  1.02856565
3897.43998961  1.02842093
3897.44137847  1.02852702
3897.44276734  1.02818155
3897.44415620  1.02830815
3897.44554507  1.02899396
3897.44693393  1.02846038
3897.44832280  1.02885377
3897.44971166  1.02870667
3897.45110053  1.02900016
3897.45248939  1.02950060
3897.45387826  1.02848959
3897.45526712  1.02910018
3897.45665599  1.02913988
3897.45804485  1.02921093
3897.45943372  1.02906942
3897.46082258  1.02958179
3897.46221145  1.02951789
3897.46360031  1.02896285
3897.46498918  1.02911472
3897.46637804  1.02981174
3897.46776690  1.02962840
3897.46915577  1.03002918
3897.47054463  1.03019464
3897.47193350  1.02963841
3897.47332236  1.03056407
3897.47471123  1.03027928
3897.47610009  1.02958107
3897.47748896  1.03049648
3897.47887782  1.03015411
3897.48026669  1.03097427
3897.48165555  1.03032446
3897.48304442  1.03047383
3897.48443328  1.03086507
3897.48582215  1.03066063
3897.48721101  1.03094804
3897.48859987  1.03091848
3897.48998874  1.03084004
3897.49137760  1.03088105
3897.49276647  1.03073788
3897.49415533  1.03079093
3897.49554420  1.03127646
3897.49693306  1.03171694
3897.49832193  1.03140473
3897.49971079  1.03108478
3897.50109966  1.03165603
3897.50248852  1.03147113
3897.50387739  1.03149140
3897.50526625  1.03158772
3897.50665511  1.03149557
3897.50804398  1.03139722
3897.50943284  1.03174341
3897.51082171  1.03148484
3897.51221057  1.03199100
3897.51359944  1.03193545
3897.51498830  1.03211260
3897.51637717  1.03186893
3897.51776603  1.03218102
3897.51915490  1.03232872
3897.52054376  1.03214931
3897.52193262  1.03263533
3897.52332149  1.03232229
3897.52471035  1.03282285
3897.52609922  1.03278792
3897.52748808  1.03312433
3897.52887695  1.03288782
3897.53026581  1.03255892
3897.53165468  1.03282404
3897.53304354  1.03337669
3897.53443240  1.03405368
3897.53582127  1.03379762
3897.53721013  1.03363860
3897.53859900  1.03304732
3897.53998786  1.03391325
3897.54137673  1.03360975
3897.54276559  1.03378677
3897.54415446  1.03378379
3897.54554332  1.03359044
3897.54693219  1.03417242
3897.54832105  1.03385043
3897.54970991  1.03445649
3897.55109878  1.03393400
3897.55248764  1.03402984
3897.55387651  1.03416526
3897.55526537  1.03492594
3897.55665424  1.03478670
3897.55804310  1.03481221
3897.55943196  1.03507531
3897.56082083  1.03483391
3897.56220969  1.03510869
3897.56359856  1.03571451
3897.56498742  1.03575242
3897.56637629  1.03505099
3897.56776515  1.03550720
3897.56915402  1.03600681
3897.57054288  1.03557491
3897.57193174  1.03616881
3897.57332061  1.03656209
3897.57470947  1.03706324
3897.57609834  1.03715158
3897.57748720  1.03758931
3897.57887607  1.03945982
3897.58026493  1.04084730
3897.58165379  1.04568946
3897.58304266  1.05446613
3897.58443152  1.06137109
3897.58582039  1.05834198
3897.58720925  1.05739331
3897.58859812  1.05844474
3897.58998698  1.05828214
3897.59137584  1.05480802
3897.59276471  1.05267239
3897.59415357  1.05080891
3897.59554244  1.04998064
3897.59693130  1.05083978
3897.59832017  1.05300999
3897.59970903  1.05372465
3897.60109789  1.05596256
3897.60248676  1.06009364
3897.60387562  1.06358385
3897.60526449  1.06219900
3897.60665335  1.06374967
3897.60804221  1.06290686
3897.60943108  1.06064415
3897.61081994  1.05900156
3897.61220881  1.05886829
3897.61359767  1.05745149
3897.61498654  1.05683672
3897.61637540  1.05660856
3897.61776426  1.05651581
3897.61915313  1.05511415
3897.62054199  1.05460024
3897.62193086  1.05368102
3897.62331972  1.05309808
3897.62470858  1.05231237
3897.62609745  1.05117738
3897.62748631  1.05025423
3897.62887518  1.05023682
3897.63026404  1.04884565
3897.63165291  1.04779422
3897.63304177  1.04749727
3897.63443063  1.04748905
3897.63581950  1.04712701
3897.63720836  1.04697382
3897.63859723  1.04660344
3897.63998609  1.04649389
3897.64137495  1.04636228
3897.64276382  1.04574740
3897.64415268  1.04534554
3897.64554155  1.04624879
3897.64693041  1.04505670
3897.64831927  1.04482794
3897.64970814  1.04478610
3897.65109700  1.04540610
3897.65248587  1.04414606
3897.65387473  1.04461682
3897.65526359  1.04376984
3897.65665246  1.04411232
3897.65804132  1.04415202
3897.65943019  1.04417837
3897.66081905  1.04436445
3897.66220791  1.04402006
3897.66359678  1.04399395
3897.66498564  1.04374266
3897.66637451  1.04396594
3897.66776337  1.04345572
3897.66915223  1.04417992
3897.67054110  1.04392886
3897.67192996  1.04384291
3897.67331883  1.04362130
3897.67470769  1.04339218
3897.67609655  1.04318547
3897.67748542  1.04326200
3897.67887428  1.04366243
3897.68026315  1.04339957
3897.68165201  1.04325712
3897.68304087  1.04301846
3897.68442974  1.04358613
3897.68581860  1.04380286
3897.68720746  1.04370105
3897.68859633  1.04402936
3897.68998519  1.04352450
3897.69137406  1.04351330
3897.69276292  1.04357076
3897.69415178  1.04346550
3897.69554065  1.04385257
3897.69692951  1.04393709
3897.69831838  1.04338074
3897.69970724  1.04379344
3897.70109610  1.04363608
3897.70248497  1.04450750
3897.70387383  1.04338634
3897.70526270  1.04386401
3897.70665156  1.04410350
3897.70804042  1.04365981
3897.70942929  1.04391742
3897.71081815  1.04433334
3897.71220701  1.04414928
3897.71359588  1.04393959
3897.71498474  1.04401064
3897.71637361  1.04396856
3897.71776247  1.04474521
3897.71915133  1.04398751
3897.72054020  1.04404557
3897.72192906  1.04394460
3897.72331792  1.04354727
3897.72470679  1.04456270
3897.72609565  1.04372382
3897.72748452  1.04395735
3897.72887338  1.04386973
3897.73026224  1.04360831
3897.73165111  1.04397631
3897.73303997  1.04321706
3897.73442883  1.04403472
3897.73581770  1.04410732
3897.73720656  1.04401362
3897.73859543  1.04412663
3897.73998429  1.04445660
3897.74137315  1.04426956
3897.74276202  1.04383516
3897.74415088  1.04419708
3897.74553974  1.04480493
3897.74692861  1.04405129
3897.74831747  1.04435050
3897.74970633  1.04513824
3897.75109520  1.04415405
3897.75248406  1.04434669
3897.75387293  1.04483509
3897.75526179  1.04440951
3897.75665065  1.04478884
3897.75803952  1.04404259
3897.75942838  1.04438186
3897.76081724  1.04443836
3897.76220611  1.04492188
3897.76359497  1.04447639
3897.76498383  1.04483366
3897.76637270  1.04428148
3897.76776156  1.04446912
3897.76915043  1.04484951
3897.77053929  1.04396534
3897.77192815  1.04452169
3897.77331702  1.04487395
3897.77470588  1.04438698
3897.77609474  1.04442096
3897.77748361  1.04480517
3897.77887247  1.04426289
3897.78026133  1.04480636
3897.78165020  1.04464018
3897.78303906  1.04431391
3897.78442792  1.04499865
3897.78581679  1.04467845
3897.78720565  1.04442692
3897.78859452  1.04511583
3897.78998338  1.04412186
3897.79137224  1.04501331
3897.79276111  1.04474151
3897.79414997  1.04500580
3897.79553883  1.04526556
3897.79692770  1.04538727
3897.79831656  1.04522240
3897.79970542  1.04546094
3897.80109429  1.04533744
3897.80248315  1.04529810
3897.80387201  1.04569376
3897.80526088  1.04521632
3897.80664974  1.04473352
3897.80803860  1.04531157
3897.80942747  1.04522717
3897.81081633  1.04595423
3897.81220519  1.04507315
3897.81359406  1.04582727
3897.81498292  1.04475760
3897.81637178  1.04517555
3897.81776065  1.04506564
3897.81914951  1.04591727
3897.82053837  1.04573941
3897.82192724  1.04529178
3897.82331610  1.04564917
3897.82470496  1.04568899
3897.82609383  1.04567111
3897.82748269  1.04617333
3897.82887155  1.04599357
3897.83026042  1.04612005
3897.83164928  1.04614317
3897.83303814  1.04608047
3897.83442701  1.04567611
3897.83581587  1.04582477
3897.83720473  1.04617631
3897.83859360  1.04628384
3897.83998246  1.04645658
3897.84137132  1.04560304
3897.84276019  1.04523718
3897.84414905  1.04614270
3897.84553791  1.04564619
3897.84692678  1.04624772
3897.84831564  1.04584765
3897.84970450  1.04623997
3897.85109337  1.04657650
3897.85248223  1.04634750
3897.85387109  1.04635584
3897.85525996  1.04606736
3897.85664882  1.04619646
3897.85803768  1.04588473
3897.85942655  1.04593849
3897.86081541  1.04628289
3897.86220427  1.04551244
3897.86359314  1.04672217
3897.86498200  1.04626966
3897.86637086  1.04718494
3897.86775973  1.04655266
3897.86914859  1.04647863
3897.87053745  1.04685211
3897.87192632  1.04610872
3897.87331518  1.04670167
3897.87470404  1.04664409
3897.87609291  1.04625213
3897.87748177  1.04618132
3897.87887063  1.04591870
3897.88025949  1.04634833
3897.88164836  1.04633892
3897.88303722  1.04593050
3897.88442608  1.04646897
3897.88581495  1.04692352
3897.88720381  1.04664373
3897.88859267  1.04674375
3897.88998154  1.04661846
3897.89137040  1.04650319
3897.89275926  1.04657960
3897.89414813  1.04717612
3897.89553699  1.04714072
3897.89692585  1.04676235
3897.89831472  1.04677868
3897.89970358  1.04679132
3897.90109244  1.04738867
3897.90248130  1.04715109
3897.90387017  1.04688084
3897.90525903  1.04731941
3897.90664789  1.04696310
3897.90803676  1.04685247
3897.90942562  1.04672897
3897.91081448  1.04696679
3897.91220335  1.04662764
3897.91359221  1.04684126
3897.91498107  1.04689264
3897.91636994  1.04705536
3897.91775880  1.04668117
3897.91914766  1.04713404
3897.92053652  1.04714930
3897.92192539  1.04690158
3897.92331425  1.04735506
3897.92470311  1.04761994
3897.92609198  1.04737830
3897.92748084  1.04776597
3897.92886970  1.04761863
3897.93025857  1.04699659
3897.93164743  1.04732466
3897.93303629  1.04720533
3897.93442515  1.04757202
3897.93581402  1.04725385
3897.93720288  1.04727077
3897.93859174  1.04699910
3897.93998061  1.04726124
3897.94136947  1.04736984
3897.94275833  1.04736400
3897.94414719  1.04801524
3897.94553606  1.04823303
3897.94692492  1.04690039
3897.94831378  1.04813373
3897.94970265  1.04763818
3897.95109151  1.04757142
3897.95248037  1.04819822
3897.95386924  1.04708493
3897.95525810  1.04779947
3897.95664696  1.04830468
3897.95803582  1.04751134
3897.95942469  1.04744852
3897.96081355  1.04797566
3897.96220241  1.04759097
3897.96359127  1.04729569
3897.96498014  1.04752851
3897.96636900  1.04845548
3897.96775786  1.04836679
3897.96914673  1.04744685
3897.97053559  1.04819906
3897.97192445  1.04846799
3897.97331331  1.04789603
3897.97470218  1.04791760
3897.97609104  1.04792559
3897.97747990  1.04824996
3897.97886877  1.04879439
3897.98025763  1.04814744
3897.98164649  1.04809713
3897.98303535  1.04797888
3897.98442422  1.04808354
3897.98581308  1.04829943
3897.98720194  1.04740405
3897.98859081  1.04794526
3897.98997967  1.04816639
3897.99136853  1.04841745
3897.99275739  1.04756951
3897.99414626  1.04819608
