# tempo_BTJD  residuo_normalizado
3893.97615617  1.00019203
3893.97754503  0.99977042
3893.97893389  0.99987984
3893.98032275  1.00040341
3893.98171162  0.99981236
3893.98310048  0.99961668
3893.98448934  0.99940170
3893.98587820  1.00003749
3893.98726706  1.00024618
3893.98865593  1.00032382
3893.99004479  1.00001594
3893.99143365  1.00047252
3893.99282251  1.00072882
3893.99421137  1.00066759
3893.99560024  1.00048554
3893.99698910  1.00026132
3893.99837796  1.00033759
3893.99976682  1.00048471
3894.00115568  1.00014173
3894.00254455  1.00036303
3894.00393341  1.00035695
3894.00532227  0.99985337
3894.00671113  0.99950354
3894.00810000  0.99992089
3894.01087772  0.99945807
3894.01226658  0.99986056
3894.01365544  0.99981584
3894.01504431  1.00007234
3894.01643317  1.00012873
3894.01782203  1.00017759
3894.01921089  0.99978545
3894.02059975  1.00020782
3894.02198862  1.00067382
3894.02337748  1.00034730
3894.02476634  1.00027328
3894.02615520  1.00010927
3894.02754406  1.00057136
3894.02893293  1.00014471
3894.03032179  1.00047410
3894.03171065  0.99993639
3894.03309951  1.00043617
3894.03448837  0.99981178
3894.03587724  1.00099989
3894.03726610  0.99959381
3894.03865496  0.99924390
3894.04004382  1.00066753
3894.04143268  0.99948318
3894.04282155  0.99949649
3894.04421041  0.99985192
3894.04559927  0.99976380
3894.04698813  0.99982181
3894.04837700  1.00002754
3894.04976586  1.00013377
3894.05115472  0.99967426
3894.05254358  0.99927510
3894.05393244  0.99924517
3894.05532131  1.00017043
3894.05671017  0.99981145
3894.05809903  1.00153923
3894.05948789  0.99993631
3894.06087675  1.00010905
3894.06226562  0.99947445
3894.06365448  0.99991102
3894.06504334  0.99957636
3894.06643220  1.00024319
3894.06782106  0.99918506
3894.06920993  0.99979795
3894.07059879  1.00004117
3894.07198765  1.00035065
3894.07337651  0.99936723
3894.07476538  0.99927513
3894.07615424  0.99972603
3894.07754310  1.00054648
3894.07893196  0.99952976
3894.08032082  1.00015297
3894.08170969  0.99891050
3894.08309855  0.99911798
3894.08448741  1.00024363
3894.08726513  0.99997244
3894.08865400  0.99963418
3894.09004286  0.99950528
3894.09143172  1.00010745
3894.09282058  0.99958815
3894.09420945  1.00014891
3894.09559831  0.99917590
3894.09698717  1.00005519
3894.09837603  1.00007216
3894.09976489  1.00016342
3894.10115376  0.99971095
3894.10254262  1.00004733
3894.10393148  1.00095245
3894.10532034  0.99941782
3894.10670920  0.99978766
3894.10809807  0.99969658
3894.10948693  1.00041548
3894.11087579  0.99995365
3894.11226465  1.00105076
3894.11365352  0.99949891
3894.11504238  0.99955625
3894.11643124  1.00016213
3894.11782010  1.00014259
3894.11920896  0.99974014
3894.12059783  1.00026238
3894.12198669  0.99995264
3894.12337555  0.99975237
3894.12476441  0.99994088
3894.12615327  0.99994623
3894.12754214  1.00036474
3894.12893100  1.00098390
3894.13031986  1.00020250
3894.13170872  0.99978023
3894.13309759  1.00031620
3894.13448645  1.00064017
3894.13587531  1.00025740
3894.13726417  1.00088671
3894.13865303  1.00119970
3894.14004190  1.00111474
3894.14143076  1.00061099
3894.14420848  1.00090420
3894.14559734  0.99984788
3894.14698621  1.00078670
3894.14837507  1.00000464
3894.14976393  0.99950146
3894.15115279  1.00049835
3894.15254166  0.99992026
3894.15393052  1.00055467
3894.15531938  1.00040542
3894.15670824  1.00057804
3894.15809710  0.99966059
3894.15948597  0.99998415
3894.16087483  1.00033688
3894.16226369  1.00032481
3894.16504142  0.99980054
3894.16643028  1.00060601
3894.16781914  1.00003310
3894.16920800  1.00048213
3894.17059686  1.00042566
3894.17198573  0.99936334
3894.17337459  0.99995443
3894.17476345  1.00050867
3894.17615231  0.99955375
3894.17754118  0.99984854
3894.17893004  0.99976999
3894.18031890  0.99952210
3894.18170776  0.99901279
3894.18309662  0.99991368
3894.18448549  0.99925605
3894.18587435  0.99943065
3894.18726321  0.99961363
3894.18865207  0.99902292
3894.19004094  0.99962949
3894.19142980  0.99918921
3894.19281866  1.00015805
3894.19420752  0.99945081
3894.19559639  1.00046781
3894.19698525  1.00013150
3894.19837411  1.00044475
3894.19976297  0.99966626
3894.20115183  0.99920094
3894.20254070  1.00023951
3894.20392956  0.99941787
3894.20531842  0.99960065
3894.20670728  0.99903802
3894.20809615  0.99949857
3894.21087387  0.99946132
3894.21226273  0.99959088
3894.21365160  0.99935874
3894.21504046  0.99940942
3894.21642932  0.99983715
3894.21781818  0.99873599
3894.21920704  0.99876494
3894.22059591  1.00006139
3894.22198477  0.99924475
3894.22337363  0.99844505
3894.22476249  0.99905910
3894.22615136  0.99856991
3894.22754022  0.99895364
3894.22892908  0.99913511
3894.23031794  0.99881694
3894.23170681  0.99960008
3894.23309567  0.99906269
3894.23448453  0.99842008
3894.23587339  0.99881316
3894.23726225  0.99860564
3894.23865112  0.99883609
3894.24003998  0.99841456
3894.24142884  0.99887657
3894.24281770  0.99834828
3894.24420657  0.99947237
3894.24559543  0.99940920
3894.24698429  0.99853879
3894.24837315  0.99859081
3894.24976202  0.99774218
3894.25115088  0.99841183
3896.46778297  1.00001757
3896.46917184  0.99974179
3896.47056071  0.99968850
3896.47194958  0.99984721
3896.47333845  0.99907841
3896.47472732  0.99976812
3896.47611618  0.99896264
3896.47750505  0.99932122
3896.47889392  0.99864073
3896.48028279  0.99874953
3896.48167166  0.99915180
3896.48306053  0.99928377
3896.48444939  0.99939494
3896.48583826  0.99893152
3896.48722713  0.99910459
3896.48861600  0.99869842
3896.49000487  0.99926928
3896.49139374  0.99906964
3896.49278260  0.99947478
3896.49417147  0.99943298
3896.49556034  0.99963929
3896.49694921  0.99924859
3896.49833808  0.99928572
3896.49972694  0.99942478
3896.50111581  0.99955966
3896.50250468  0.99926963
3896.50389355  0.99962115
3896.50528242  0.99894365
3896.50667129  0.99958960
3896.50806015  0.99949623
3896.50944902  0.99980107
3896.51083789  0.99953194
3896.51222676  0.99995237
3896.51361563  0.99973116
3896.51500449  0.99974676
3896.51639336  0.99960507
3896.51778223  0.99955043
3896.51917110  0.99953872
3896.52055997  0.99978669
3896.52194884  0.99930215
3896.52333770  0.99960171
3896.52472657  0.99939580
3896.52611544  0.99958910
3896.52750431  0.99949789
3896.52889318  0.99938709
3896.53028204  0.99924768
3896.53167091  0.99946881
3896.53305978  1.00029604
3896.53444865  0.99991464
3896.53583752  0.99939641
3896.53722638  0.99981425
3896.53861525  0.99985647
3896.54000412  1.00005777
3896.54139299  0.99991885
3896.54278186  0.99906890
3896.54417073  0.99948961
3896.54555959  0.99985102
3896.54694846  0.99953774
3896.54833733  1.00004559
3896.54972620  1.00000314
3896.55111507  0.99981257
3896.55250393  0.99964080
3896.55389280  1.00004950
3896.55528167  0.99983885
3896.55667054  0.99981492
3896.55805941  0.99981822
3896.55944827  0.99938793
3896.56083714  1.00007646
3896.56222601  0.99936798
3896.56361488  1.00009542
3896.56500375  0.99972107
3896.56639261  0.99933814
3896.56778148  0.99976941
3896.56917035  0.99905219
3896.57055922  0.99960796
3896.57194809  0.99965712
3896.57333695  0.99957379
3896.57472582  0.99957787
3896.57611469  0.99951524
3896.57750356  0.99965115
3896.57889243  0.99975345
3896.58028129  1.00002045
3896.58167016  1.00010905
3896.58305903  0.99982955
3896.58444790  0.99960693
3896.58583677  0.99988363
3896.58722563  0.99963139
3896.58861450  0.99916550
3896.59000337  0.99987948
3896.59139224  0.99938452
3896.59278110  1.00002884
3896.59416997  0.99960087
3896.59555884  0.99969707
3896.59694771  0.99951277
3896.59833658  1.00034560
3896.59972544  1.00039781
3896.60111431  0.99927947
3896.60250318  0.99950380
3896.60389205  1.00022417
3896.60528092  1.00003163
3896.60666978  0.99989359
3896.60805865  1.00011064
3896.60944752  1.00005816
3896.61083639  0.99941349
3896.61222526  0.99931531
3896.61361412  0.99981601
3896.61500299  0.99980736
3896.61639186  0.99960304
3896.61778073  0.99956824
3896.61916959  0.99997583
3896.62055846  0.99956465
3896.62194733  0.99959321
3896.62333620  0.99949315
3896.62472507  0.99960241
3896.62611393  0.99926889
3896.62750280  0.99923689
3896.62889167  0.99919438
3896.63028054  0.99986938
3896.63166940  1.00046687
3896.63305827  0.99962395
3896.63444714  1.00073189
3896.63583601  1.00087145
3896.63722488  1.00088406
3896.63861374  1.00081290
3896.64000261  1.00051873
3896.64139148  0.99986918
3896.64278035  1.00077090
3896.64416921  1.00007897
3896.64555808  1.00032204
3896.64694695  0.99990419
3896.64833582  0.99948700
3896.64972469  1.00008059
3896.65111355  0.99954642
3896.65250242  0.99956246
3896.65389129  1.00011548
3896.65528016  0.99993767
3896.65666902  0.99975644
3896.65805789  0.99990304
3896.65944676  1.00001529
3896.66083563  0.99974271
3896.66222449  0.99959023
3896.66361336  0.99980467
3896.66500223  1.00020625
3896.66639110  1.00012023
3896.66777997  1.00008693
3896.66916883  1.00021333
3896.67055770  0.99993337
3896.67194657  0.99954526
3896.67333544  0.99976550
3896.67472430  0.99983541
3896.67611317  0.99977433
3896.67750204  1.00052434
3896.67889091  0.99981123
3896.68027977  1.00016205
3896.68166864  1.00097179
3896.68305751  0.99987273
3896.68444638  0.99969534
3896.68583524  0.99921234
3896.68722411  0.99962544
3896.68861298  0.99978485
3896.69000185  0.99940246
3896.69139071  0.99990619
3896.69277958  0.99987324
3896.69416845  1.00023676
3896.69555732  1.01782447
3896.69694619  1.03998363
3896.69833505  1.03565955
3896.69972392  1.03512826
3896.70111279  1.03766912
3896.70250166  1.03794278
3896.70389052  1.03413734
3896.70527939  1.02799121
3896.70666826  1.02330650
3896.70805713  1.01921678
3896.70944599  1.01612526
3896.71083486  1.01356947
3896.71222373  1.01186365
3896.71361260  1.01025718
3896.71500146  1.00938175
3896.71639033  1.00858091
3896.71777920  1.00680932
3896.71916807  1.00650378
3896.72055693  1.00591127
3896.72194580  1.00534449
3896.72333467  1.00527712
3896.72472354  1.00478774
3896.72611240  1.00476613
3896.72750127  1.00434790
3896.72889014  1.00317692
3896.73027901  1.00313838
3896.73166787  1.00316111
3896.73305674  1.00340384
3896.73444561  1.00282013
3896.73583447  1.00236716
3896.73722334  1.00321491
3896.73861221  1.00321022
3896.74000108  1.00256522
3896.74138994  1.00254698
3896.74277881  1.00232231
3896.74416768  1.00223845
3896.74555655  1.00147870
3896.74694541  1.00242831
3896.74833428  1.00180854
3896.74972315  1.00211191
3896.75111202  1.00208441
3896.75250088  1.00150131
3896.75388975  1.00096193
3896.75527862  1.00142960
3896.75666749  1.00185873
3896.75805635  1.00150275
3896.75944522  1.00047725
3896.76083409  1.00092756
3896.76222296  1.00121825
3896.76361182  1.00093755
3896.76500069  1.00073569
3896.76638956  1.00126948
3896.76777842  1.00114199
3896.76916729  1.00104747
3896.77055616  1.00276689
3896.77194503  1.00336540
3896.77333389  1.00310336
3896.77472276  1.00301458
3896.77611163  1.00324089
3896.77750050  1.00295091
3896.77888936  1.00250096
3896.78027823  1.00285064
3896.78166710  1.00213368
3896.78305596  1.00162257
3896.78444483  1.00178503
3896.78583370  1.00204449
3896.78722257  1.00207404
3896.78861143  1.00204676
3896.79000030  1.00185669
3896.79138917  1.00123262
3896.79277804  1.00181423
3896.79416690  1.00070576
3896.79555577  1.00166406
3896.79694464  1.00089079
3896.79833350  1.00125734
3896.79972237  1.00092932
3896.80111124  1.00077020
3896.80250011  1.00065092
3896.80388897  1.00154412
3896.80527784  1.00109509
3896.80666671  1.00041840
3896.80805557  1.00009522
3896.80944444  1.00061894
3896.81083331  1.00013092
3896.81222218  1.00058117
3896.81361104  1.00028961
3896.81499991  1.00043320
3896.81638878  1.00040125
3896.81777764  0.99993944
3896.81916651  1.00052258
3896.82055538  1.00012800
3896.82194425  0.99992853
3896.82333311  1.00007205
3896.82472198  1.00042538
3896.82611085  1.00046197
3896.82749971  1.00048502
3896.82888858  0.99997404
3896.83027745  1.00039438
3896.83166632  1.00016559
3896.83305518  1.00065401
3896.83444405  1.00008745
3896.83583292  1.00045119
3896.83722178  1.00049972
3896.83861065  0.99975160
3896.83999952  1.00052662
3896.84138838  1.00020470
3896.84277725  1.00007771
3896.84416612  1.00054125
3896.84555499  0.99959947
3896.84694385  1.00023262
3896.84833272  1.00006776
3896.84972159  0.99938293
3896.85111045  0.99995414
3896.85249932  0.99988629
3896.85388819  0.99971475
3896.85527706  1.00016160
3896.85666592  1.00012578
3896.85805479  0.99976630
3896.85944366  1.00025760
3896.86083252  1.00004478
3896.86222139  1.00010383
3896.86361026  0.99970916
3896.86499912  1.00031779
3896.86638799  1.00029858
3896.86777686  0.99999839
3896.86916573  1.00016003
3896.87055459  1.00047156
3896.87194346  1.00027282
3896.87333233  0.99974332
3896.87472119  0.99945190
3896.87611006  1.00025602
3896.87749893  0.99989529
3896.87888779  0.99981208
3896.88027666  0.99993354
3896.88166553  1.00000629
3896.88305439  1.00046160
3896.88444326  0.99992779
3896.88583213  0.99980891
3896.88722100  0.99953598
3896.88860986  0.99986436
3896.88999873  0.99951904
3896.89138760  0.99986688
3896.89277646  1.00027073
3896.89416533  0.99968579
3896.89555420  0.99995371
3896.89694306  0.99931437
3896.89833193  0.99981440
3896.89972080  0.99959042
3896.90110966  0.99993180
3896.90249853  0.99927124
3896.90388740  0.99964370
3896.90527626  0.99990669
3896.90666513  1.00008544
3896.90805400  1.00024899
3896.90944286  0.99939638
3896.91083173  0.99997670
3896.91222060  0.99979932
3896.91360946  1.00086754
3896.91499833  1.00007290
3896.91638720  0.99998352
3896.91777607  1.00002697
3896.91916493  0.99944162
3896.92055380  0.99983325
3896.92194267  0.99999481
3896.92333153  0.99972348
3896.92472040  1.00086717
3896.92610927  1.00037889
3896.92749813  0.99952577
3896.92888700  1.00006364
3896.93027587  0.99974803
3896.93166473  0.99957564
3896.93305360  0.99982472
3896.93444247  0.99978614
3896.93583133  1.00019082
3896.93722020  0.99984896
3896.93860907  1.00033596
3896.93999793  0.99991354
3896.94138680  0.99949104
3896.94277567  0.99994310
3896.94416453  1.00025176
3896.94555340  0.99996304
3896.94694227  1.00119741
3896.94833113  1.00066058
3896.94972000  1.00006721
3896.95110887  1.00016959
3896.95249773  1.00033187
3896.95388660  0.99956257
3896.95527547  0.99970802
3896.95666433  0.99995439
3896.95805320  1.00055926
3896.95944207  0.99998272
3896.96083093  0.99908841
3896.96221980  0.99985059
3896.96360867  0.99943603
3896.96499753  0.99956505
3896.96638640  0.99997814
3896.96777527  1.00029716
3896.96916413  1.00038557
3896.97055300  1.00006842
3896.97194187  0.99946398
3896.97333073  0.99994548
3896.97471960  0.99986406
3896.97610847  1.00014604
3896.97749733  1.00005943
3896.97888620  0.99965880
3896.98027507  0.99953006
3896.98166393  0.99934992
3896.98305280  1.00018998
3896.98444166  0.99968227
3896.98583053  1.00003593
3896.98721940  0.99949516
3896.98860826  0.99976165
3896.98999713  0.99958857
3896.99138600  0.99966925
3896.99277486  0.99987786
3896.99416373  0.99958138
3896.99555260  1.00016203
3896.99694146  0.99987703
3896.99833033  1.00012187
3896.99971920  0.99953093
3897.00110806  0.99976356
3897.00249693  1.00039022
3897.00388580  0.99970566
3897.00527466  0.99925030
3897.00666353  0.99907655
3897.00805240  0.99989358
3897.00944126  0.99979630
3897.01083013  1.00018528
3897.01221899  0.99994378
3897.01360786  0.99956039
3897.01499673  0.99916044
3897.01638559  0.99979147
3897.01777446  0.99981047
3897.01916333  0.99943406
3897.02055219  1.00102351
3897.02194106  1.00079776
3897.02332993  1.00053891
3897.02471879  1.00014455
3897.02610766  1.00082084
3897.02749653  1.00010092
3897.02888539  1.00043349
3897.03027426  1.00056962
3897.03166312  1.00043567
3897.03305199  1.00016531
3897.03444086  1.00075563
3897.03582972  0.99995663
3897.03721859  1.00000254
3897.03860746  1.00083070
3897.03999632  1.00010096
3897.04138519  1.00036787
3897.04277405  1.00018377
3897.04416292  0.99966456
3897.04555179  0.99936573
3897.04694065  1.00057320
3897.04832952  0.99994206
3897.04971839  1.00030237
3897.05110725  1.00040348
3897.05249612  0.99975712
3897.05388498  1.00004867
3897.05527385  1.00004762
3897.05666272  0.99964418
3897.05805158  1.00026433
3897.05944045  1.00024773
3897.06082932  0.99973326
3897.06221818  1.00000661
3897.06360705  1.00018741
3897.06499592  1.00033305
3897.06638478  0.99995353
3897.06777365  0.99959819
3897.06916251  0.99996750
3897.07055138  0.99993992
3897.07194025  1.00020776
3897.07332911  0.99955688
3897.07471798  1.00007516
3897.07610684  1.00019142
3897.07749571  0.99961185
3897.07888458  1.00038309
3897.08027344  0.99986066
3897.08166231  0.99973812
3897.08305118  1.00024834
3897.08444004  1.00017861
3897.08582891  0.99985549
3897.08721777  0.99974468
3897.08860664  0.99956371
3897.08999551  0.99921633
3897.09138437  1.00048256
3897.09277324  1.00043468
3897.09416210  0.99976502
3897.09555097  0.99981098
3897.09693984  0.99955574
3897.09832870  1.00012375
3897.09971757  0.99984422
3897.10110644  1.00093992
3897.10249530  1.00016292
3897.10388417  1.00067897
3897.10527303  0.99977789
3897.10666190  1.00004418
3897.10805077  0.99983772
3897.10943963  1.00057740
3897.11082850  1.00023107
3897.11221736  0.99997960
3897.11360623  1.00075059
3897.11499510  1.00042289
3897.11638396  1.00035017
3897.11777283  0.99973300
3897.11916169  1.00082488
3897.12055056  0.99992484
3897.12193943  1.00047980
3897.12332829  1.00032317
3897.12471716  0.99976372
3897.12610602  1.00024610
3897.12749489  0.99947462
3897.12888376  0.99998984
3897.13027262  0.99956907
3897.13166149  1.00006185
3897.13305035  0.99948497
3897.13443922  1.00017137
3897.13582809  0.99952398
3897.13721695  0.99966171
3897.13860582  0.99985356
3897.13999468  1.00017213
3897.14138355  0.99959633
3897.14277242  1.00006441
3897.14416128  0.99975813
3897.14555015  0.99991638
3897.14693901  0.99931227
3897.14832788  0.99919444
3897.14971675  0.99955268
3897.15110561  0.99943200
3897.15249448  0.99985792
3897.15388334  0.99935578
3897.15527221  0.99923961
3897.15666108  0.99969592
3897.15804994  0.99924690
3897.15943881  0.99972462
3897.16082767  0.99967173
3897.16221654  0.99964838
3897.16360540  0.99970631
3897.16499427  0.99951306
3897.16638314  1.00008936
3897.16777200  0.99977819
3897.16916087  1.00009328
3897.17054973  1.00002683
3897.17193860  1.00002964
3897.17332747  0.99987552
3897.17471633  1.00007700
3897.17610520  0.99973437
3897.17749406  1.00018688
3897.17888293  0.99943507
3897.18027179  0.99938974
3897.18166066  0.99955864
3897.18304953  0.99987710
3897.18443839  1.00011315
3897.18582726  1.00005040
3897.18721612  0.99953068
3897.18860499  1.00039859
3897.18999386  0.99979822
3897.19138272  1.00016036
3897.19277159  1.00018656
3897.19416045  1.00021687
3897.19554932  0.99976267
3897.19693818  0.99934906
3897.19832705  0.99991652
3897.19971592  1.00023009
3897.20110478  0.99970200
3897.20249365  0.99962008
3897.20388251  1.00020729
3897.20527138  0.99909379
3897.20666024  0.99967537
3897.20804911  0.99936861
3897.20943798  0.99972614
3897.21082684  0.99935812
3897.21221571  1.00029391
3897.21360457  0.99990217
3897.21499344  0.99959771
3897.21638230  1.00004495
3897.21777117  1.00037196
3897.21916004  0.99950667
3897.22054890  0.99987437
3897.22193777  1.00004013
3897.22332663  0.99952789
3897.22471550  0.99979969
3897.22610436  0.99985461
3897.22749323  0.99942902
3897.22888209  1.00002131
3897.23027096  0.99988093
3897.23165983  0.99995260
3897.23304869  0.99966487
3897.23443756  0.99997491
3897.23582642  0.99970138
3897.23721529  0.99968816
3897.23860415  1.00013241
3897.23999302  1.00018783
3897.24138189  0.99952013
3897.24277075  1.00033289
3897.24415962  1.00016131
3897.24554848  1.00025719
3897.24693735  1.00028469
3897.24832621  1.00003663
3897.24971508  1.00002240
3897.25110394  1.00020072
3897.25249281  1.00044042
3897.25388168  1.00006708
3897.25527054  0.99975730
3897.25665941  0.99963071
3897.25804827  0.99984087
3897.25943714  1.00031513
3897.26082600  0.99990057
3897.26221487  1.00021479
3897.26360373  0.99997564
3897.26499260  0.99984262
3897.26638146  1.00006423
3897.26777033  0.99994497
3897.26915920  1.00004763
3897.27054806  1.00010487
3897.27193693  0.99970272
3897.27332579  1.00024629
3897.27471466  0.99981083
3897.27610352  1.00011688
3897.27749239  0.99999851
3897.27888125  0.99960875
3897.28027012  0.99969504
3897.28165898  0.99966522
3897.28304785  1.00003921
3897.28443672  1.00022085
3897.28582558  0.99996263
3897.28721445  1.00011528
3897.28860331  0.99996698
3897.28999218  1.00011614
3897.29138104  0.99992080
3897.29276991  0.99959149
3897.29415877  0.99940503
3897.29554764  1.00045805
3897.29693650  0.99977605
3897.29832537  1.00042080
3897.29971423  1.00001087
3897.30110310  1.00036754
3897.30249197  1.00038482
3897.30388083  0.99992309
3897.30526970  0.99998669
3897.30665856  1.00018646
3897.30804743  0.99985208
3897.30943629  1.00007674
3897.31082516  1.00023311
3897.31221402  1.00093927
3897.31360289  1.00039903
3897.31499175  0.99954518
3897.31638062  1.00004428
3897.31776948  0.99987177
3897.31915835  1.00014376
3897.32054721  1.00068315
3897.32193608  0.99967222
3897.32332495  1.00034974
3897.32471381  1.00026545
3897.32610268  0.99998582
3897.32749154  1.00037046
3897.32888041  0.99983595
3897.33026927  1.00002174
3897.33165814  1.00003179
3897.33304700  1.00033975
3897.33443587  1.00012174
3897.33582473  0.99985969
3897.33721360  1.00003717
3897.33860246  1.00030123
3897.33999133  1.00036605
3897.34138019  0.99951198
3897.34276906  1.00019334
3897.34415792  1.00026909
3897.34554679  0.99952751
3897.34693565  0.99974017
3897.34832452  1.00004924
3897.34971338  1.00008821
3897.35110225  1.00003034
3897.35249111  0.99971014
3897.35387998  1.00000494
3897.35526884  0.99999639
3897.35665771  0.99951779
3897.35804658  0.99996254
3897.35943544  1.00030857
3897.36082431  1.00040057
3897.36221317  0.99991203
3897.36360204  1.00034401
3897.36499090  0.99987082
3897.36637977  0.99949008
3897.36776863  1.00029430
3897.36915750  0.99952827
3897.37054636  0.99963486
3897.37193523  0.99956218
3897.37332409  0.99997350
3897.37471296  0.99929931
3897.37610182  1.00003436
3897.37749069  0.99989213
3897.37887955  1.00003532
3897.38026842  0.99989265
3897.38165728  0.99983474
3897.38304615  0.99993354
3897.38443501  0.99963992
3897.38582388  1.00001315
3897.38721274  0.99942203
3897.38860161  0.99963781
3897.38999047  0.99947218
3897.39137934  0.99981266
3897.39276820  0.99972982
3897.39415707  0.99998772
3897.39554593  0.99995952
3897.39693480  1.00011454
3897.39832366  0.99950314
3897.39971253  1.00018514
3897.40110139  1.00036599
3897.40249026  1.00027865
3897.40387912  0.99979248
3897.40526799  0.99996286
3897.40665685  0.99987254
3897.40804572  0.99998835
3897.40943458  1.00065830
3897.41082345  0.99983371
3897.41221231  0.99982412
3897.41360118  0.99981276
3897.41499004  1.00049843
3897.41637891  0.99971870
3897.41776777  0.99970567
3897.41915664  0.99988611
3897.42054550  0.99968605
3897.42193437  0.99987572
3897.42332323  1.00044053
3897.42471210  0.99913273
3897.42610096  1.00001484
3897.42748983  1.00037878
3897.42887869  0.99985133
3897.43026756  0.99983948
3897.43165642  1.00019105
3897.43304528  1.00067560
3897.43443415  0.99999612
3897.43582301  1.00044734
3897.43721188  1.00011100
3897.43860074  1.00046348
3897.43998961  1.00024860
3897.44137847  1.00027768
3897.44276734  0.99986763
3897.44415620  0.99991669
3897.44554507  1.00050948
3897.44693393  0.99991664
3897.44832280  1.00022507
3897.44971166  1.00000806
3897.45110053  1.00021936
3897.45248939  1.00063178
3897.45387826  0.99957518
3897.45526712  1.00009465
3897.45665599  1.00005928
3897.45804485  1.00005439
3897.45943372  0.99984298
3897.46082258  1.00026686
3897.46221145  1.00013088
3897.46360031  0.99951782
3897.46498918  0.99959149
3897.46637804  1.00019462
3897.46776690  0.99994267
3897.46915577  1.00025800
3897.47054463  1.00034477
3897.47193350  0.99973079
3897.47332236  1.00055562
3897.47471123  1.00020520
3897.47610009  0.99945349
3897.47748896  1.00026815
3897.47887782  0.99986189
3897.48026669  1.00058392
3897.48165555  0.99987930
3897.48304442  0.99995025
3897.48443328  1.00025586
3897.48582215  0.99998343
3897.48721101  1.00018819
3897.48859987  1.00008538
3897.48998874  0.99993513
3897.49137760  0.99990072
3897.49276647  0.99968764
3897.49415533  0.99966484
3897.49554420  1.00006139
3897.49693306  1.00041414
3897.49832193  1.00003699
3897.49971079  0.99965233
3897.50109966  1.00013164
3897.50248852  0.99987785
3897.50387739  0.99982290
3897.50526625  0.99984161
3897.50665511  0.99967761
3897.50804398  0.99950757
3897.50943284  0.99976824
3897.51082171  0.99944285
3897.51221057  0.99985836
3897.51359944  0.99972956
3897.51498830  0.99982613
3897.51637717  0.99951501
3897.51776603  0.99974217
3897.51915490  0.99981002
3897.52054376  0.99956102
3897.52193262  0.99995637
3897.52332149  0.99957789
3897.52471035  0.99998715
3897.52609922  0.99987787
3897.52748808  1.00012803
3897.52887695  0.99982352
3897.53026581  0.99942959
3897.53165468  0.99961059
3897.53304354  1.00006978
3897.53443240  1.00064919
3897.53582127  1.00032563
3897.53721013  1.00009598
3897.53859900  0.99944814
3897.53998786  1.00021009
3897.54137673  0.99984066
3897.54276559  0.99993607
3897.54415446  0.99985735
3897.54554332  0.99959452
3897.54693219  1.00008150
3897.54832105  0.99969431
3897.54970991  1.00020449
3897.55109878  0.99962350
3897.55248764  0.99964038
3897.55387651  0.99969554
3897.55526537  1.00035507
3897.55665424  1.00014475
3897.55804310  1.00009372
3897.55943196  1.00027234
3897.56082083  0.99996348
3897.56220969  1.00015346
3897.56359856  1.00066332
3897.56498742  1.00062450
3897.56637629  0.99987155
3897.56776515  1.00023700
3897.56915402  1.00064438
3897.57054288  1.00015214
3897.57193174  1.00065070
3897.57332061  1.00095554
3897.57470947  1.00136460
3897.57609834  1.00137512
3897.57748720  1.00172308
3897.57887607  1.00345426
3897.58026493  1.00471903
3897.58165379  1.00931826
3897.58304266  1.01771432
3897.58443152  1.02430295
3897.58582039  1.02130433
3897.58720925  1.02031379
3897.58859812  1.02125336
3897.58998698  1.02102168
3897.59137584  1.01759551
3897.59276471  1.01546117
3897.59415357  1.01358984
3897.59554244  1.01271743
3897.59693130  1.01347273
3897.59832017  1.01549246
3897.59970903  1.01610852
3897.60109789  1.01819345
3897.60248676  1.02210361
3897.60387562  1.02539557
3897.60526449  1.02398758
3897.60665335  1.02540973
3897.60804221  1.02452485
3897.60943108  1.02227178
3897.61081994  1.02061691
3897.61220881  1.02041701
3897.61359767  1.01898053
3897.61498654  1.01831730
3897.61637540  1.01802689
3897.61776426  1.01786722
3897.61915313  1.01644688
3897.62054199  1.01588213
3897.62193086  1.01492732
3897.62331972  1.01429678
3897.62470858  1.01347130
3897.62609745  1.01230983
3897.62748631  1.01135276
3897.62887518  1.01126822
3897.63026404  1.00986126
3897.63165291  1.00878185
3897.63304177  1.00842918
3897.63443063  1.00835478
3897.63581950  1.00794008
3897.63720836  1.00772674
3897.63859723  1.00730467
3897.63998609  1.00713394
3897.64137495  1.00694230
3897.64276382  1.00628592
3897.64415268  1.00583489
3897.64554155  1.00663989
3897.64693041  1.00542919
3897.64831927  1.00514567
3897.64970814  1.00504229
3897.65109700  1.00557584
3897.65248587  1.00430131
3897.65387473  1.00469187
3897.65526359  1.00381539
3897.65665246  1.00408317
3897.65804132  1.00406005
3897.65943019  1.00402438
3897.66081905  1.00414260
3897.66220791  1.00375108
3897.66359678  1.00366590
3897.66498564  1.00336454
3897.66637451  1.00351971
3897.66776337  1.00297011
3897.66915223  1.00360732
3897.67054110  1.00330745
3897.67192996  1.00316659
3897.67331883  1.00289566
3897.67470769  1.00261785
3897.67609655  1.00236190
3897.67748542  1.00237841
3897.67887428  1.00270640
3897.68026315  1.00239743
3897.68165201  1.00220445
3897.68304087  1.00191938
3897.68442974  1.00240914
3897.68581860  1.00256206
3897.68720746  1.00240932
3897.68859633  1.00266996
3897.68998519  1.00213076
